TABLE auth_user
auth_user.id,auth_user.first_name,auth_user.last_name,auth_user.email,auth_user.username,auth_user.password,auth_user.registration_key,auth_user.reset_password_key,auth_user.registration_id
1,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
2,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
3,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
4,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
5,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
6,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
7,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
8,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
9,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
10,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
11,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
12,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
13,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
14,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
15,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
16,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
17,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
18,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
19,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
20,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
21,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
22,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
23,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
24,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
25,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
26,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
27,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
28,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
29,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
30,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
31,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
32,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
33,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
34,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
35,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
36,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
37,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
38,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
39,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
40,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
41,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
42,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
43,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
44,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
45,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
46,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
47,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
48,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
49,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
50,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
51,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
52,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
53,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
54,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
55,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
56,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
57,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
58,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
59,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
60,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
61,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
62,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
63,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,
64,Administrador,Administrador,admin@admin.admin,admin,"pbkdf2(1000,20,sha512)$ba427943443eeb01$7b353bbfe4bd2552b49a30c5a60f487220d1a124",,,


TABLE auth_group
auth_group.id,auth_group.role,auth_group.description
1,Administrador,Es el super administrador
2,Responsable,Son los usuarios responsanbles de las areas
3,Administrador,Es el super administrador
4,Responsable,Son los usuarios responsanbles de las areas
5,Administrador,Es el super administrador
6,Responsable,Son los usuarios responsanbles de las areas
7,Administrador,Es el super administrador
8,Responsable,Son los usuarios responsanbles de las areas
9,Administrador,Es el super administrador
10,Responsable,Son los usuarios responsanbles de las areas
11,Administrador,Es el super administrador
12,Responsable,Son los usuarios responsanbles de las areas
13,Administrador,Es el super administrador
14,Responsable,Son los usuarios responsanbles de las areas
15,Administrador,Es el super administrador
16,Responsable,Son los usuarios responsanbles de las areas
17,Administrador,Es el super administrador
18,Responsable,Son los usuarios responsanbles de las areas
19,Administrador,Es el super administrador
20,Responsable,Son los usuarios responsanbles de las areas
21,Administrador,Es el super administrador
22,Responsable,Son los usuarios responsanbles de las areas
23,Administrador,Es el super administrador
24,Responsable,Son los usuarios responsanbles de las areas
25,Administrador,Es el super administrador
26,Responsable,Son los usuarios responsanbles de las areas
27,Administrador,Es el super administrador
28,Responsable,Son los usuarios responsanbles de las areas
29,Administrador,Es el super administrador
30,Responsable,Son los usuarios responsanbles de las areas
31,Administrador,Es el super administrador
32,Responsable,Son los usuarios responsanbles de las areas
33,Administrador,Es el super administrador
34,Responsable,Son los usuarios responsanbles de las areas
35,Administrador,Es el super administrador
36,Responsable,Son los usuarios responsanbles de las areas
37,Administrador,Es el super administrador
38,Responsable,Son los usuarios responsanbles de las areas
39,Administrador,Es el super administrador
40,Responsable,Son los usuarios responsanbles de las areas
41,Administrador,Es el super administrador
42,Responsable,Son los usuarios responsanbles de las areas
43,Administrador,Es el super administrador
44,Responsable,Son los usuarios responsanbles de las areas
45,Administrador,Es el super administrador
46,Responsable,Son los usuarios responsanbles de las areas
47,Administrador,Es el super administrador
48,Responsable,Son los usuarios responsanbles de las areas
49,Administrador,Es el super administrador
50,Responsable,Son los usuarios responsanbles de las areas
51,Administrador,Es el super administrador
52,Responsable,Son los usuarios responsanbles de las areas
53,Administrador,Es el super administrador
54,Responsable,Son los usuarios responsanbles de las areas
55,Administrador,Es el super administrador
56,Responsable,Son los usuarios responsanbles de las areas
57,Administrador,Es el super administrador
58,Responsable,Son los usuarios responsanbles de las areas
59,Administrador,Es el super administrador
60,Responsable,Son los usuarios responsanbles de las areas
61,Administrador,Es el super administrador
62,Responsable,Son los usuarios responsanbles de las areas
63,Administrador,Es el super administrador
64,Responsable,Son los usuarios responsanbles de las areas
65,Administrador,Es el super administrador
66,Responsable,Son los usuarios responsanbles de las areas
67,Administrador,Es el super administrador
68,Responsable,Son los usuarios responsanbles de las areas
69,Administrador,Es el super administrador
70,Responsable,Son los usuarios responsanbles de las areas
71,Administrador,Es el super administrador
72,Responsable,Son los usuarios responsanbles de las areas
73,Administrador,Es el super administrador
74,Responsable,Son los usuarios responsanbles de las areas
75,Administrador,Es el super administrador
76,Responsable,Son los usuarios responsanbles de las areas
77,Administrador,Es el super administrador
78,Responsable,Son los usuarios responsanbles de las areas
79,Administrador,Es el super administrador
80,Responsable,Son los usuarios responsanbles de las areas
81,Administrador,Es el super administrador
82,Responsable,Son los usuarios responsanbles de las areas
83,Administrador,Es el super administrador
84,Responsable,Son los usuarios responsanbles de las areas
85,Administrador,Es el super administrador
86,Responsable,Son los usuarios responsanbles de las areas
87,Administrador,Es el super administrador
88,Responsable,Son los usuarios responsanbles de las areas
89,Administrador,Es el super administrador
90,Responsable,Son los usuarios responsanbles de las areas
91,Administrador,Es el super administrador
92,Responsable,Son los usuarios responsanbles de las areas
93,Administrador,Es el super administrador
94,Responsable,Son los usuarios responsanbles de las areas
95,Administrador,Es el super administrador
96,Responsable,Son los usuarios responsanbles de las areas
97,Administrador,Es el super administrador
98,Responsable,Son los usuarios responsanbles de las areas
99,Administrador,Es el super administrador
100,Responsable,Son los usuarios responsanbles de las areas
101,Administrador,Es el super administrador
102,Responsable,Son los usuarios responsanbles de las areas
103,Administrador,Es el super administrador
104,Responsable,Son los usuarios responsanbles de las areas
105,Administrador,Es el super administrador
106,Responsable,Son los usuarios responsanbles de las areas
107,Administrador,Es el super administrador
108,Responsable,Son los usuarios responsanbles de las areas
109,Administrador,Es el super administrador
110,Responsable,Son los usuarios responsanbles de las areas
111,Administrador,Es el super administrador
112,Responsable,Son los usuarios responsanbles de las areas
113,Administrador,Es el super administrador
114,Responsable,Son los usuarios responsanbles de las areas
115,Administrador,Es el super administrador
116,Responsable,Son los usuarios responsanbles de las areas
117,Administrador,Es el super administrador
118,Responsable,Son los usuarios responsanbles de las areas
119,Administrador,Es el super administrador
120,Responsable,Son los usuarios responsanbles de las areas
121,Administrador,Es el super administrador
122,Responsable,Son los usuarios responsanbles de las areas
123,Administrador,Es el super administrador
124,Responsable,Son los usuarios responsanbles de las areas
125,Administrador,Es el super administrador
126,Responsable,Son los usuarios responsanbles de las areas
127,Administrador,Es el super administrador
128,Responsable,Son los usuarios responsanbles de las areas


TABLE auth_membership
auth_membership.id,auth_membership.user_id,auth_membership.group_id,auth_membership.grupo_seleccion
1,1,1,<NULL>
2,2,3,<NULL>
3,3,5,<NULL>
4,4,7,<NULL>
5,5,9,<NULL>
6,6,11,<NULL>
7,7,13,<NULL>
8,8,15,<NULL>
9,9,17,<NULL>
10,10,19,<NULL>
11,11,21,<NULL>
12,12,23,<NULL>
13,13,25,<NULL>
14,14,27,<NULL>
15,15,29,<NULL>
16,16,31,<NULL>
17,17,33,<NULL>
18,18,35,<NULL>
19,19,37,<NULL>
20,20,39,<NULL>
21,21,41,<NULL>
22,22,43,<NULL>
23,23,45,<NULL>
24,24,47,<NULL>
25,25,49,<NULL>
26,26,51,<NULL>
27,27,53,<NULL>
28,28,55,<NULL>
29,29,57,<NULL>
30,30,59,<NULL>
31,31,61,<NULL>
32,32,63,<NULL>
33,33,65,<NULL>
34,34,67,<NULL>
35,35,69,<NULL>
36,36,71,<NULL>
37,37,73,<NULL>
38,38,75,<NULL>
39,39,77,<NULL>
40,40,79,<NULL>
41,41,81,<NULL>
42,42,83,<NULL>
43,43,85,<NULL>
44,44,87,<NULL>
45,45,89,<NULL>
46,46,91,<NULL>
47,47,93,<NULL>
48,48,95,<NULL>
49,49,97,<NULL>
50,50,99,<NULL>
51,51,101,<NULL>
52,52,103,<NULL>
53,53,105,<NULL>
54,54,107,<NULL>
55,55,109,<NULL>
56,56,111,<NULL>
57,57,113,<NULL>
58,58,115,<NULL>
59,59,117,<NULL>
60,60,119,<NULL>
61,61,121,<NULL>
62,62,123,<NULL>
63,63,125,<NULL>
64,64,127,<NULL>


TABLE auth_permission


TABLE auth_event
auth_event.id,auth_event.time_stamp,auth_event.client_ip,auth_event.user_id,auth_event.origin,auth_event.description
1,2018-11-12 10:29:35,127.0.0.1,1,auth,User 1 Logged-in
2,2018-11-12 10:29:35,127.0.0.1,2,auth,User 1 Logged-in
3,2018-11-12 10:29:35,127.0.0.1,3,auth,User 1 Logged-in
4,2018-11-12 10:29:35,127.0.0.1,4,auth,User 1 Logged-in
5,2018-11-12 10:29:35,127.0.0.1,5,auth,User 1 Logged-in
6,2018-11-12 10:29:35,127.0.0.1,6,auth,User 1 Logged-in
7,2018-11-12 10:29:35,127.0.0.1,7,auth,User 1 Logged-in
8,2018-11-12 10:29:35,127.0.0.1,8,auth,User 1 Logged-in
9,2018-11-12 10:29:35,127.0.0.1,9,auth,User 1 Logged-in
10,2018-11-12 10:29:35,127.0.0.1,10,auth,User 1 Logged-in
11,2018-11-12 10:29:35,127.0.0.1,11,auth,User 1 Logged-in
12,2018-11-12 10:29:35,127.0.0.1,12,auth,User 1 Logged-in
13,2018-11-12 10:29:35,127.0.0.1,13,auth,User 1 Logged-in
14,2018-11-12 10:29:35,127.0.0.1,14,auth,User 1 Logged-in
15,2018-11-12 10:29:35,127.0.0.1,15,auth,User 1 Logged-in
16,2018-11-12 10:29:35,127.0.0.1,16,auth,User 1 Logged-in
17,2018-11-12 10:29:35,127.0.0.1,17,auth,User 1 Logged-in
18,2018-11-12 10:29:35,127.0.0.1,18,auth,User 1 Logged-in
19,2018-11-12 10:29:35,127.0.0.1,19,auth,User 1 Logged-in
20,2018-11-12 10:29:35,127.0.0.1,20,auth,User 1 Logged-in
21,2018-11-12 10:29:35,127.0.0.1,21,auth,User 1 Logged-in
22,2018-11-12 10:29:35,127.0.0.1,22,auth,User 1 Logged-in
23,2018-11-12 10:29:35,127.0.0.1,23,auth,User 1 Logged-in
24,2018-11-12 10:29:35,127.0.0.1,24,auth,User 1 Logged-in
25,2018-11-12 10:29:35,127.0.0.1,25,auth,User 1 Logged-in
26,2018-11-12 10:29:35,127.0.0.1,26,auth,User 1 Logged-in
27,2018-11-12 10:29:35,127.0.0.1,27,auth,User 1 Logged-in
28,2018-11-12 10:29:35,127.0.0.1,28,auth,User 1 Logged-in
29,2018-11-12 10:29:35,127.0.0.1,29,auth,User 1 Logged-in
30,2018-11-12 10:29:35,127.0.0.1,30,auth,User 1 Logged-in
31,2018-11-12 10:29:35,127.0.0.1,31,auth,User 1 Logged-in
32,2018-11-12 10:29:35,127.0.0.1,32,auth,User 1 Logged-in
33,2018-11-12 10:29:35,127.0.0.1,33,auth,User 1 Logged-in
34,2018-11-12 10:29:35,127.0.0.1,34,auth,User 1 Logged-in
35,2018-11-12 10:29:35,127.0.0.1,35,auth,User 1 Logged-in
36,2018-11-12 10:29:35,127.0.0.1,36,auth,User 1 Logged-in
37,2018-11-12 10:29:35,127.0.0.1,37,auth,User 1 Logged-in
38,2018-11-12 10:29:35,127.0.0.1,38,auth,User 1 Logged-in
39,2018-11-12 10:29:35,127.0.0.1,39,auth,User 1 Logged-in
40,2018-11-12 10:29:35,127.0.0.1,40,auth,User 1 Logged-in
41,2018-11-12 10:29:35,127.0.0.1,41,auth,User 1 Logged-in
42,2018-11-12 10:29:35,127.0.0.1,42,auth,User 1 Logged-in
43,2018-11-12 10:29:35,127.0.0.1,43,auth,User 1 Logged-in
44,2018-11-12 10:29:35,127.0.0.1,44,auth,User 1 Logged-in
45,2018-11-12 10:29:35,127.0.0.1,45,auth,User 1 Logged-in
46,2018-11-12 10:29:35,127.0.0.1,46,auth,User 1 Logged-in
47,2018-11-12 10:29:35,127.0.0.1,47,auth,User 1 Logged-in
48,2018-11-12 10:29:35,127.0.0.1,48,auth,User 1 Logged-in
49,2018-11-12 10:29:35,127.0.0.1,49,auth,User 1 Logged-in
50,2018-11-12 10:29:35,127.0.0.1,50,auth,User 1 Logged-in
51,2018-11-12 10:29:35,127.0.0.1,51,auth,User 1 Logged-in
52,2018-11-12 10:29:35,127.0.0.1,52,auth,User 1 Logged-in
53,2018-11-12 10:29:35,127.0.0.1,53,auth,User 1 Logged-in
